iso_code,country,year,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_cons_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,gdp,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,population,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
FLK,Falkland Islands,2016,,,,,0.0,0.0,0.0,,500.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.02,0.02,4.679,0.009,71153.729,,,,3417.635,0.01,,,50.0,,,,,0.0,0.0,,,,,,0.0,,,0.01,,,,0.0,0.0,,0.0,,,,,3417.635,0.01,,50.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,3417.635,0.01,,,,,,50.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,6835.27,2926.0,0.208,,,,3417.635,0.01,,50.0,,,,,0.0,0.0,,0.0,,,,,3417.635,0.01,,50.0,
FRA,France,2016,0.605,0.198,509.468,32.946,116.287,7.52,1.346,1.212,75.396,-2.347,-2.344,1508.172,97.53,158.194,10.23,,0.0,0.0,0.0,1.831,3.588,517.15,558.65,-1.694,-46.825,42032.042,1.096,2.107,29.341,872.926,56.45,21991.963,1422.167,10.105,52.322,9.271,37.782,445.299,540.765,34.97,6885.981,-4.762,-0.012,3.644,0.236,6.26,16.383,2479389966823.0,42.12,9.187,12.679,150.695,940.811,60.84,2330.304,10.891,5.544,-5.551,-76.166,1295.946,7765.869,502.2,20040.113,89.895,47.678,-41.5,-8.025,-8.371,-92.635,1013.954,6234.963,403.2,15679.477,72.174,37.304,-0.688,-6.096,879.337,173.967,11.25,13597.811,-1.222,-0.13,162.882,10.533,2.014,32.351,24.232,8.12,0.6,8.306,1.858,125.565,9.278,374.721,1.454,0.107,0.892,8638.794,64667588.0,2718.111,6.202,16.469,281.992,1530.906,99.0,4360.637,17.721,10.375,11.751,2.159,20.533,133.916,8.66,317.519,1.55,0.755,-0.788,-0.426,53.585,330.614,21.38,828.625,3.827,1.971
FRO,Faeroe Islands,2016,,,,,0.0,0.0,0.0,,366.667,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.3,0.3,-0.397,-0.014,70512.901,,,,3113.777,0.15,,,50.0,,,,,0.0,0.0,,,,,,0.0,,,0.11,,,,2075.852,0.1,,33.333,,,,,3113.777,0.15,,50.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,3113.777,0.15,,,,,,50.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,6227.555,48173.0,3.397,,,,3113.777,0.15,,50.0,,,,,0.0,0.0,,0.0,,,,,1037.926,0.05,,16.667,
FSM,Micronesia (country),2016,,,,,,,,,,,,,,,,,,,,,,,,5.783,0.041,6800.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110215.0,0.749,,,,,,,,,,,,,,,,,,,,,,,,
GAB,Gabon,2016,,,,,9.961,0.02,0.893,,410.714,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,2.59,2.24,-0.898,-0.184,10120.686,0.561,,,637.488,1.28,,,57.143,,,,,0.0,0.0,,0.265,0.011,2047.223,4.111,0.0,,36204780825.0,0.92,,,,468.155,0.94,,41.964,,,,,478.116,0.96,,42.857,,0.35,13.514,,,,0.0,0.0,,0.0,,,,,637.488,1.28,,3.616,4.484,63991.597,128.488,57.143,,,0.02,0.0,,,9.961,0.0,,0.893,0.0,,1115.603,2007882.0,20.321,,,,478.116,0.96,,42.857,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
GBR,United Kingdom,2016,1.332,0.144,165.355,10.963,453.408,30.06,8.939,0.494,325.562,-51.969,-139.459,1944.156,128.893,462.609,30.67,-46.691,-29.236,503.496,33.381,9.12,5.806,354.03,336.28,-1.108,-24.862,33484.556,0.902,-1.37,-25.272,2738.546,181.56,27450.07,1819.883,53.991,81.978,11.976,86.282,806.736,2162.36,143.36,12168.357,2.649,10.77,6295.548,417.382,42.631,36.34,2460057288436.0,109.48,-15.22,-2.425,13.506,80.998,5.37,203.716,1.597,0.608,0.103,0.41,400.076,2333.707,154.72,6034.513,46.009,18.022,17.75,5.014,1.36,2.42,180.376,1081.934,71.73,2720.693,21.33,8.125,3.259,27.906,884.252,113.578,7.53,13337.557,4.763,25.084,8322.738,551.78,2.239,39.832,75.609,30.06,0.0,2.149,1.59,453.408,0.0,1140.437,8.939,0.0,3.406,5072.254,66297944.0,2219.957,-0.907,-2.01,219.699,1251.773,82.99,3313.819,24.679,9.897,37.349,7.117,26.174,156.868,10.4,394.791,3.093,1.179,-8.281,-8.437,93.448,560.5,37.16,1409.521,11.05,4.209
GEO,Georgia,2016,,,,,0.0,0.0,0.0,,110.132,,,,,0.0,0.0,-3.64,-0.056,367.365,1.475,0.0,,11.27,11.35,5.699,3.888,17955.854,1.344,,,522.979,2.1,,,18.502,,,,,522.979,2.1,,-36.364,-0.035,15.432,0.062,18.502,,53661817095.0,1.25,,,,2301.108,9.24,,81.41,,,,,2303.598,9.25,,81.498,,-0.08,-0.71,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,-49.829,-0.251,62.884,0.253,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2826.577,4015457.0,72.101,,,,2303.598,9.25,,81.498,,,,,0.0,0.0,,0.0,,,,,2.49,0.01,,0.088,
GHA,Ghana,2016,,,,,0.702,0.02,0.175,,287.719,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,11.96,11.4,1.215,0.999,2920.983,0.804,,,205.042,5.84,,,51.228,,,,,156.239,4.45,,-11.058,-0.858,242.194,6.898,39.035,,103444162360.0,3.28,,,,193.456,5.51,,48.333,,,,,195.211,5.56,,48.772,,0.56,4.682,,,,0.0,0.0,,0.0,,,,,48.803,1.39,,-3.64,-2.368,2200.822,62.684,12.193,,,0.02,0.0,,,0.702,0.0,,0.175,0.0,,400.254,28481948.0,83.195,,,,195.211,5.56,,48.772,,,,,1.053,0.03,,0.263,,,,,0.0,0.0,,0.0,
GIN,Guinea,2016,,,,,0.0,0.0,0.0,,242.236,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,1.61,1.61,12.657,1.724,1306.841,0.964,,,43.447,0.51,,,31.677,,,,,0.0,0.0,,,,,,0.0,,15905507592.0,0.39,,,,92.005,1.08,,67.081,,,,,93.709,1.1,,68.323,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,43.447,0.51,,,,,,31.677,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,137.156,11738434.0,15.34,,,,93.709,1.1,,68.323,,,,,1.704,0.02,,1.242,,,,,0.0,0.0,,0.0,
GLP,Guadeloupe,2016,,,,,850.51,0.34,20.988,,623.457,,,,,2851.711,1.14,,0.0,0.0,0.0,70.37,,1.62,1.62,-6.396,-0.578,21148.261,,,,2851.711,1.14,,,70.37,,,,,0.0,0.0,,,,,,0.0,,,1.01,,,,0.0,0.0,,0.0,,,,,1200.72,0.48,,29.63,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,0.34,0.0,,,850.51,0.0,,20.988,0.0,,4052.431,399760.0,8.454,,,,1200.72,0.48,,29.63,,,,,225.135,0.09,,5.556,,,,,125.075,0.05,,3.086,
GMB,Gambia,2016,,,,,0.0,0.0,0.0,,689.655,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.29,0.29,0.806,0.019,1087.339,0.65,,,134.938,0.29,,,100.0,,,,,0.0,0.0,,,,,,0.0,,3593880000.0,0.2,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,134.938,0.29,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,134.938,2149134.0,2.337,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
GNB,Guinea-Bissau,2016,,,,,0.0,0.0,0.0,,750.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.08,0.08,4.11,0.067,955.954,0.68,,,44.882,0.08,,,100.0,,,,,0.0,0.0,,,,,,0.0,,2506111508.0,0.06,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,44.882,0.08,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,44.882,1782434.0,1.704,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
GNQ,Equatorial Guinea,2016,,,,,0.0,0.0,0.0,,477.011,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,1.74,1.74,-1.231,-0.347,22921.709,1.101,,,962.82,1.17,,,67.241,,,,,0.0,0.0,,,,,,0.0,,25287603000.0,0.83,,,,469.066,0.57,,32.759,,,,,469.066,0.57,,32.759,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,962.82,1.17,,-14.54,-20.468,99000.051,120.303,67.241,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1431.885,1215181.0,27.854,,,,469.066,0.57,,32.759,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
GRC,Greece,2016,,,,,25.435,0.27,0.496,,500.459,-22.537,-14.749,4775.438,50.692,1778.585,18.88,-30.002,-19.802,4352.342,46.201,34.7,16.899,63.21,54.41,-1.896,-5.798,28258.778,1.241,-2.165,-5.766,3722.969,39.52,24548.543,260.587,72.634,86.87,30.163,9.264,39.978,1410.244,14.97,3766.118,124.999,0.076,12.905,0.137,27.513,13.327,241653895486.0,27.23,-9.639,-1.487,13.94,521.894,5.54,1313.167,10.182,4.647,-0.304,-0.114,37.453,1402.708,14.89,3528.233,27.366,12.485,8.8,13.922,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.166,-0.282,169.917,534.141,5.67,16006.987,195.42,1.335,190.134,2.018,10.421,56.644,0.689,0.27,0.0,17.913,0.105,25.435,0.0,64.912,0.496,0.0,0.23,5125.677,10615183.0,299.972,-0.304,-0.114,37.453,1402.708,14.89,3528.233,27.366,12.485,0.173,0.017,9.883,370.224,3.93,931.038,7.223,3.295,10.702,1.251,12.941,485.154,5.15,1219.116,9.465,4.314
GRD,Grenada,2016,,,,,0.0,0.0,0.0,,700.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.2,0.2,3.011,0.036,11071.08,,,,1813.845,0.2,,,100.0,,,,,0.0,0.0,,,,,,0.0,,,0.14,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1813.845,0.2,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1813.845,110263.0,1.221,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
GRL,Greenland,2016,,,,,0.0,0.0,0.0,,145.833,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.48,0.48,-1.292,-0.047,63113.764,,,,1418.239,0.08,,,16.667,,,,,0.0,0.0,,,,,,0.0,,,0.07,,,,7091.193,0.4,,83.333,,,,,7091.193,0.4,,83.333,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1418.239,0.08,,,,,,16.667,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,8509.431,56408.0,3.56,,,,7091.193,0.4,,83.333,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
GTM,Guatemala,2016,,,,,153.771,2.55,21.04,,361.386,,,,,147.138,2.44,,0.0,0.0,0.0,20.132,,11.53,12.12,9.647,7.697,5275.407,0.728,,,291.261,4.83,,,39.851,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,120159258608.0,4.38,,,,240.607,3.99,,32.921,,,,,439.605,7.29,,60.149,,-0.59,-5.117,,,,0.0,0.0,,0.0,,,,,144.123,2.39,,-10.336,-0.661,345.622,5.731,19.719,,,2.89,0.34,,,174.274,20.503,,23.845,2.805,,730.866,16583078.0,87.482,,,,439.605,7.29,,60.149,,,,,11.457,0.19,,1.568,,,,,13.267,0.22,,1.815,
GUF,French Guiana,2016,,,,,0.0,0.0,0.0,,329.67,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.91,0.91,3.114,0.148,18255.756,,,,1568.194,0.42,,,46.154,,,,,0.0,0.0,,,,,,0.0,,,0.3,,,,1642.87,0.44,,48.352,,,,,1829.56,0.49,,53.846,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1568.194,0.42,,,,,,46.154,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,3397.754,267824.0,4.889,,,,1829.56,0.49,,53.846,,,,,186.69,0.05,,5.495,,,,,0.0,0.0,,0.0,
GUM,Guam,2016,,,,,0.0,0.0,0.0,,670.52,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,1.73,1.73,-5.781,-0.5,49982.475,,,,10187.299,1.66,,,95.954,,,,,0.0,0.0,,,,,,0.0,,,1.16,,,,0.0,0.0,,0.0,,,,,429.585,0.07,,4.046,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,10187.299,1.66,,,,,,95.954,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,10616.884,162948.0,8.145,,,,429.585,0.07,,4.046,,,,,429.585,0.07,,4.046,,,,,0.0,0.0,,0.0,
GUY,Guyana,2016,,,,,181.497,0.14,13.592,,631.068,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,1.03,1.03,12.187,1.024,12219.565,,,,1153.802,0.89,,,86.408,,,,,0.0,0.0,,,,,,0.0,,,0.65,,,,0.0,0.0,,0.0,,,,,181.497,0.14,,13.592,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1153.802,0.89,,,,,,86.408,,,0.14,0.0,,,181.497,0.0,,13.592,0.0,,1335.299,771363.0,9.426,,,,181.497,0.14,,13.592,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
HKG,Hong Kong,2016,,,,,0.0,0.0,0.0,,710.234,-0.007,-0.006,10753.765,77.895,3313.297,24.0,,0.0,0.0,0.0,66.741,23.249,46.38,35.96,2.634,8.597,46254.8,0.957,2.636,8.6,4964.423,35.96,46225.856,334.839,100.0,99.937,2.657,0.809,31.266,1651.126,11.96,4316.353,,,,,33.259,9.332,350065657597.0,25.54,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.297,0.018,0.167,0.0,0.0,23.077,0.0,0.05,10.42,22.467,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.579,7.797,225.678,0.0,0.0,31155.738,,,,,0.0,67.357,0.163,0.0,0.0,13.36,0.019,0.0,0.0,22.567,0.0,0.0,0.049,4964.423,7243541.0,335.049,12.297,0.018,0.167,0.0,0.0,23.077,0.0,0.05,-5.544,-0.0,0.002,0.0,0.0,0.34,0.0,0.001,-39.783,-0.001,0.001,0.0,0.0,0.171,0.0,0.0
HND,Honduras,2016,,,,,94.922,0.88,9.944,,370.621,,,,,31.281,0.29,,0.0,0.0,0.0,3.277,,8.9,8.85,-3.28,-1.609,5118.267,1.128,,,451.957,4.19,,,47.345,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,42061461948.0,3.28,,,,251.327,2.33,,26.328,,,,,502.654,4.66,,52.655,,0.05,0.562,,,,0.0,0.0,,0.0,,,,,420.676,3.9,,,0.0,0.0,0.0,44.068,,,0.88,0.0,,,94.922,0.0,,9.944,0.0,,954.611,9270794.0,47.45,,,,502.654,4.66,,52.655,,,,,94.922,0.88,,9.944,,,,,61.483,0.57,,6.441,
HRV,Croatia,2016,,,,,102.171,0.43,3.407,,255.943,7.473,0.526,1798.916,7.571,617.781,2.6,,0.0,0.0,0.0,20.602,8.127,18.15,12.62,3.892,3.49,22133.938,1.161,2.449,1.724,1012.21,4.26,17133.372,72.108,33.756,77.408,4.259,1.031,25.244,377.797,1.59,5998.072,-10.23,-1.458,3040.349,12.796,12.599,27.099,80230190060.0,3.23,6.594,1.066,17.234,1627.615,6.85,4094.912,54.279,18.501,10.713,2.035,21.034,1986.404,8.36,4997.788,66.244,22.58,5.53,30.468,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424,0.166,39.293,16.633,0.07,9336.384,3.272,0.284,2128.407,8.958,0.555,42.181,1.084,0.43,0.0,61.071,0.411,102.171,0.0,257.538,3.407,0.0,1.164,2998.614,4208611.0,93.153,10.713,2.035,21.034,1986.404,8.36,4997.788,66.244,22.58,15.104,0.022,0.166,16.633,0.07,39.437,0.555,0.178,26.633,0.536,2.55,239.984,1.01,605.901,8.003,2.737
HTI,Haiti,2016,,,,,0.0,0.0,0.0,,656.863,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,1.02,1.02,3.815,0.518,1299.637,0.777,,,87.639,0.95,,,93.137,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,18119808000.0,0.67,,,,6.458,0.07,,6.863,,,,,6.458,0.07,,6.863,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,87.639,0.95,,,0.0,0.0,0.0,93.137,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,94.096,10839976.0,14.088,,,,6.458,0.07,,6.863,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
HUN,Hungary,2016,,,,,212.243,2.07,6.507,,276.014,-6.316,-1.72,2615.258,25.507,577.26,5.63,-3.675,-0.649,1743.945,17.009,17.699,10.04,44.52,31.81,2.174,5.405,26048.404,1.112,2.483,4.927,1282.686,12.51,20847.586,203.326,39.327,80.034,7.181,6.256,93.362,664.413,6.48,9572.704,3.894,0.689,1886.13,18.395,20.371,36.75,228414174042.0,8.78,10.029,0.059,0.651,26.659,0.26,66.783,0.817,0.256,0.704,0.34,48.566,1978.884,19.3,4979.561,60.673,19.117,12.71,28.549,0.786,0.315,40.372,1645.653,16.05,4139.488,50.456,15.892,0.465,0.391,84.457,41.013,0.4,8659.624,11.144,1.261,1289.579,12.577,1.257,33.244,5.208,2.07,0.0,-4.732,-0.259,212.243,0.0,534.006,6.507,0.0,2.05,3261.571,9752970.0,254.049,0.301,0.025,8.193,333.232,3.25,840.072,10.217,3.225,72.026,0.257,0.614,24.608,0.24,62.915,0.754,0.242,-1.883,-0.033,1.72,69.722,0.68,176.369,2.138,0.677
IDN,Indonesia,2016,204.804,19.03,108.279,28.321,41.865,10.95,4.422,1.421,641.36,4.303,25.597,2371.987,620.408,517.594,135.38,-1.163,-36.789,11952.934,3126.366,54.67,31.135,248.32,247.63,1.144,22.548,7618.335,0.716,-0.539,-10.249,833.358,217.97,7224.94,1889.729,88.022,94.836,-2.458,-11.248,446.308,236.24,61.79,1706.355,-1.421,-10.822,2870.508,750.8,24.953,22.398,2783164797711.0,158.82,35.121,12.208,46.969,71.419,18.68,179.573,7.544,2.357,46.785,32.797,102.896,113.378,29.655,393.401,11.975,5.164,0.69,0.278,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.902,-24.598,823.012,79.524,20.8,3146.599,5.388,25.43,1901.585,497.372,8.4,41.303,27.539,10.951,,5.818,1.514,41.868,,105.291,4.422,,1.382,946.756,261556384.0,1992.624,46.785,32.797,102.896,113.378,29.655,393.401,11.975,5.164,296.95,0.04,0.053,0.076,0.02,0.203,0.008,0.003,52.819,0.005,0.014,0.038,0.01,0.055,0.004,0.001
IND,India,2016,20.031,2.889,13.071,17.313,18.739,24.82,1.771,0.208,665.447,1.744,80.177,3532.175,4678.424,810.559,1073.6,1.032,33.728,2492.856,3301.831,76.597,56.227,1400.54,1401.63,4.431,353.051,6281.97,1.071,4.488,330.094,872.408,1155.52,5801.637,7684.369,82.441,92.354,6.242,29.841,507.91,54.828,72.62,383.468,-5.545,-15.605,200.694,265.823,5.181,6.104,7767449564875.0,932.71,-4.247,-14.32,322.853,96.926,128.38,243.752,9.159,3.88,3.743,22.957,636.216,185.807,246.105,480.338,17.558,7.646,-1.09,-0.078,-1.656,-1.604,95.305,28.614,37.9,71.954,2.704,1.145,9.661,220.075,2498.029,7.021,9.3,1885.994,-2.305,-11.039,353.179,467.792,0.664,30.022,62.409,24.817,,-4.447,-2.904,18.737,,47.119,1.771,,0.75,1058.22,1324517248.0,8320.578,4.757,24.562,540.912,157.195,208.207,408.384,14.855,6.501,74.946,12.45,29.061,8.728,11.56,21.941,0.825,0.349,31.93,26.447,109.275,32.804,43.45,82.502,3.1,1.313
IRL,Ireland,2016,,,,,144.811,0.68,2.249,,446.245,-3.925,-1.001,5218.383,24.504,1000.897,4.7,,0.0,0.0,0.0,15.547,13.613,29.52,30.23,4.326,7.464,38333.926,0.67,5.405,8.198,4836.247,22.71,34043.255,159.86,75.124,88.807,12.437,5.443,49.207,3264.626,15.33,10478.869,2224.981,30.86,6867.263,32.247,50.711,27.336,268695470317.0,13.49,-16.057,-0.328,1.713,144.811,0.68,364.718,2.249,0.951,-4.92,-0.978,18.902,1601.434,7.52,4025.336,24.876,10.501,-0.71,-2.405,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.558,3.756,86.149,570.724,2.68,18346.003,,0.0,0.0,0.0,8.865,47.858,1.713,0.68,0.0,42.148,0.508,144.811,0.0,364.704,2.249,0.0,0.951,6437.681,4695790.0,180.008,-4.92,-0.978,18.902,1601.434,7.52,4025.336,24.876,10.501,229.252,0.009,0.013,2.13,0.01,2.863,0.033,0.007,-7.021,-1.168,15.463,1309.684,6.15,3293.051,20.344,8.59
IRN,Iran,2016,,,,,0.251,0.02,0.007,,480.829,-3.088,-0.561,221.092,17.591,5.782,0.46,4.595,0.455,130.093,10.351,0.169,0.609,269.81,272.28,4.752,131.104,36323.606,2.153,4.357,118.332,3139.988,249.83,35622.354,2834.257,91.755,98.069,6.684,122.996,1963.19,2661.757,211.78,24674.378,8.605,157.94,25054.288,1993.419,77.78,67.929,1342488901811.0,130.92,15.686,5.259,38.783,204.364,16.26,487.446,5.972,1.342,29.686,12.772,55.797,282.163,22.45,701.281,8.245,1.931,-2.47,-0.915,84.13,7.439,16.281,74.406,5.92,204.634,2.174,0.563,-0.479,-4.104,853.473,472.45,37.59,10726.884,19.918,417.535,31594.191,2513.76,13.806,29.531,0.055,0.02,0.0,32.951,0.014,0.251,0.0,0.689,0.007,0.0,0.002,3422.151,79563992.0,2890.051,15.602,5.333,39.515,207.757,16.53,496.647,6.071,1.367,230.657,0.009,0.013,0.0,0.0,0.158,0.0,0.0,8.479,0.052,0.665,3.142,0.25,8.354,0.092,0.023
IRQ,Iraq,2016,,,,,0.0,0.0,0.0,,512.192,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,87.43,75.46,14.748,68.998,14663.923,1.013,14.517,66.962,1968.281,72.06,14428.428,528.234,95.494,98.394,35.536,25.945,98.956,1544.633,56.55,2702.927,35.536,25.945,2702.925,98.956,74.94,18.432,529717011552.0,38.65,31.622,2.037,8.478,91.23,3.34,231.571,4.426,1.579,30.913,2.036,8.622,92.869,3.4,235.507,4.506,1.606,11.97,13.691,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.564,41.017,429.278,423.647,15.51,11725.501,11.24,255.702,69125.125,2530.714,20.554,79.961,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2061.15,36610632.0,536.855,30.913,2.036,8.622,92.869,3.4,235.507,4.506,1.606,-0.592,-0.001,0.144,1.639,0.06,3.936,0.08,0.027,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISL,Iceland,2016,,,,,0.0,0.0,0.0,,27.493,16.346,0.189,4046.987,1.344,0.0,0.0,,0.0,0.0,0.0,0.0,2.279,18.55,18.55,0.505,0.297,177541.131,4.18,10.792,1.187,0.0,0.0,36684.988,12.187,0.0,20.663,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,14111050376.0,0.51,-2.836,-0.989,33.873,40546.764,13.47,101963.739,72.615,57.431,-1.906,-0.906,46.64,55838.343,18.55,140392.365,100.0,79.076,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.14,0.998,10.843,0.0,0.0,32638.001,,0.0,0.0,0.0,0.0,18.383,12.743,5.07,5.07,0.686,0.087,15261.477,15261.477,38358.891,27.332,27.332,21.606,55838.343,332209.0,58.981,-1.906,-0.906,46.64,55838.343,18.55,140392.365,100.0,79.076,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.927,-0.004,0.023,30.102,0.01,69.735,0.054,0.039
ISR,Israel,2016,,,,,12.332,0.1,0.158,,581.049,-14.536,-10.906,7907.405,64.121,2423.238,19.65,,0.0,0.0,0.0,31.136,22.218,57.56,63.11,1.724,4.892,35590.151,1.109,1.312,3.677,7574.315,61.42,35015.794,283.943,97.322,98.386,14.863,11.969,92.494,5151.077,41.77,11406.432,12.0,10.879,12522.219,101.542,66.186,32.049,260228479794.0,36.67,-100.0,-0.062,0.0,0.0,0.0,0.0,0.0,0.0,36.778,1.226,4.559,208.411,1.69,562.226,2.678,1.58,-5.55,-9.642,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.097,2.615,127.327,0.0,0.0,15701.957,0.274,0.001,30.567,0.248,0.0,44.119,0.429,0.1,0.0,141.724,0.252,12.332,0.0,52.938,0.158,0.0,0.149,7782.726,8108984.0,288.6,36.778,1.226,4.559,208.411,1.69,562.226,2.678,1.58,33.681,1.036,4.113,189.913,1.54,507.209,2.44,1.425,-0.492,-0.0,0.017,6.166,0.05,2.079,0.079,0.006
